# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
11153000 293.729 106181 0.826499 2319.68 47.3532 47.3532 47.3532
11154000 293.105 106175 0.826548 2311.37 47.3522 47.3522 47.3522
11155000 291.589 106169 0.826597 2252.99 47.3513 47.3513 47.3513
11156000 290.709 106162 0.826646 2243.44 47.3504 47.3504 47.3504
11157000 294.734 106156 0.826695 2330.92 47.3494 47.3494 47.3494
11158000 294.416 106150 0.826744 2301.08 47.3485 47.3485 47.3485
11159000 292.266 106143 0.826793 2258.38 47.3476 47.3476 47.3476
11160000 292.192 106137 0.826842 2270.9 47.3466 47.3466 47.3466
11161000 290.858 106131 0.826891 2222.71 47.3457 47.3457 47.3457
11162000 291.594 106125 0.82694 2243.82 47.3448 47.3448 47.3448
11163000 290.786 106118 0.826989 2205.43 47.3438 47.3438 47.3438
11164000 292.299 106112 0.827038 2285.12 47.3429 47.3429 47.3429
11165000 290.211 106106 0.827087 2257.98 47.342 47.342 47.342
11166000 294.972 106099 0.827136 2340.19 47.341 47.341 47.341
11167000 294.512 106093 0.827185 2302.63 47.3401 47.3401 47.3401
11168000 292.977 106087 0.827234 2257.8 47.3392 47.3392 47.3392
11169000 292.101 106081 0.827283 2255.36 47.3382 47.3382 47.3382
11170000 292.814 106074 0.827332 2289.81 47.3373 47.3373 47.3373
11171000 294.215 106068 0.827381 2302.64 47.3364 47.3364 47.3364
11172000 292.271 106062 0.82743 2277.98 47.3354 47.3354 47.3354
11173000 295.393 106055 0.827479 2340.13 47.3345 47.3345 47.3345
11174000 294.086 106049 0.827528 2296.01 47.3335 47.3335 47.3335
11175000 294.219 106043 0.827577 2317.97 47.3326 47.3326 47.3326
11176000 292.429 106037 0.827626 2301.49 47.3317 47.3317 47.3317
11177000 295.427 106030 0.827675 2361.73 47.3307 47.3307 47.3307
11178000 293.068 106024 0.827724 2292.77 47.3298 47.3298 47.3298
11179000 291.229 106018 0.827773 2242.15 47.3289 47.3289 47.3289
11180000 293.175 106011 0.827822 2284.68 47.3279 47.3279 47.3279
11181000 292.507 106005 0.827871 2275.58 47.327 47.327 47.327
11182000 292.212 105999 0.82792 2251.02 47.3261 47.3261 47.3261
11183000 292.153 105993 0.827969 2258.91 47.3251 47.3251 47.3251
11184000 294.842 105986 0.828019 2318.04 47.3242 47.3242 47.3242
11185000 293.389 105980 0.828068 2292.98 47.3233 47.3233 47.3233
11186000 294.888 105974 0.828117 2298.65 47.3223 47.3223 47.3223
11187000 292.327 105967 0.828166 2248.39 47.3214 47.3214 47.3214
11188000 292.158 105961 0.828215 2263.42 47.3205 47.3205 47.3205
11189000 293.135 105955 0.828264 2299.72 47.3195 47.3195 47.3195
11190000 292.224 105949 0.828313 2284.16 47.3186 47.3186 47.3186
11191000 293.253 105942 0.828362 2287.8 47.3177 47.3177 47.3177
11192000 292.277 105936 0.828411 2277.56 47.3167 47.3167 47.3167
11193000 291.5 105930 0.82846 2244.53 47.3158 47.3158 47.3158
11194000 292.018 105924 0.828509 2254.94 47.3149 47.3149 47.3149
11195000 295.086 105917 0.828559 2290.35 47.3139 47.3139 47.3139
11196000 293.182 105911 0.828608 2247.52 47.313 47.313 47.313
11197000 293.366 105905 0.828657 2239.05 47.312 47.312 47.312
11198000 293.832 105898 0.828706 2275.26 47.3111 47.3111 47.3111
11199000 294.037 105892 0.828755 2276.69 47.3102 47.3102 47.3102
11200000 291.094 105886 0.828804 2219.16 47.3092 47.3092 47.3092
11201000 292.077 105880 0.828853 2227.85 47.3083 47.3083 47.3083
11202000 293.435 105873 0.828902 2263.77 47.3074 47.3074 47.3074
11203000 293.031 105867 0.828951 2259.86 47.3064 47.3064 47.3064
11204000 291.277 105861 0.829001 2231.98 47.3055 47.3055 47.3055
11205000 293.667 105854 0.82905 2275.56 47.3046 47.3046 47.3046
11206000 293.831 105848 0.829099 2278.83 47.3036 47.3036 47.3036
11207000 295.561 105842 0.829148 2328.03 47.3027 47.3027 47.3027
11208000 293.794 105836 0.829197 2295.03 47.3018 47.3018 47.3018
11209000 293.904 105829 0.829246 2278.28 47.3008 47.3008 47.3008
11210000 292.377 105823 0.829296 2248.79 47.2999 47.2999 47.2999
11211000 294.444 105817 0.829345 2313.62 47.299 47.299 47.299
11212000 294.127 105811 0.829394 2260.81 47.298 47.298 47.298
11213000 292.694 105804 0.829443 2264.68 47.2971 47.2971 47.2971
11214000 293.623 105798 0.829492 2286.99 47.2962 47.2962 47.2962
11215000 291.427 105792 0.829541 2218.31 47.2952 47.2952 47.2952
11216000 294.569 105785 0.829591 2296.19 47.2943 47.2943 47.2943
11217000 292.331 105779 0.82964 2237.35 47.2934 47.2934 47.2934
11218000 295.926 105773 0.829689 2307.71 47.2924 47.2924 47.2924
11219000 292.641 105767 0.829738 2250.3 47.2915 47.2915 47.2915
11220000 293.088 105760 0.829787 2280.65 47.2905 47.2905 47.2905
11221000 292.421 105754 0.829837 2236.83 47.2896 47.2896 47.2896
11222000 292.156 105748 0.829886 2247.36 47.2887 47.2887 47.2887
11223000 290.554 105742 0.829935 2237.06 47.2877 47.2877 47.2877
11224000 292.651 105735 0.829984 2274.61 47.2868 47.2868 47.2868
11225000 294.658 105729 0.830034 2292.43 47.2859 47.2859 47.2859
11226000 293.313 105723 0.830083 2256.87 47.2849 47.2849 47.2849
11227000 292.777 105716 0.830132 2239.62 47.284 47.284 47.284
11228000 292.216 105710 0.830181 2244.96 47.2831 47.2831 47.2831
11229000 293.918 105704 0.83023 2256.77 47.2821 47.2821 47.2821
11230000 291.445 105698 0.83028 2216.83 47.2812 47.2812 47.2812
11231000 291.994 105691 0.830329 2213.71 47.2803 47.2803 47.2803
11232000 294.587 105685 0.830378 2281.55 47.2793 47.2793 47.2793
11233000 294.942 105679 0.830427 2292.8 47.2784 47.2784 47.2784
11234000 294.401 105673 0.830477 2281.5 47.2775 47.2775 47.2775
11235000 293.493 105666 0.830526 2272.59 47.2765 47.2765 47.2765
11236000 291.184 105660 0.830575 2218.38 47.2756 47.2756 47.2756
11237000 294.658 105654 0.830624 2304.38 47.2747 47.2747 47.2747
11238000 290.984 105648 0.830674 2237.53 47.2737 47.2737 47.2737
11239000 294.165 105641 0.830723 2294.21 47.2728 47.2728 47.2728
11240000 292.175 105635 0.830772 2254.91 47.2719 47.2719 47.2719
11241000 291.991 105629 0.830822 2231.59 47.2709 47.2709 47.2709
11242000 292.648 105622 0.830871 2248.36 47.27 47.27 47.27
11243000 290.935 105616 0.83092 2185.96 47.269 47.269 47.269
11244000 293.496 105610 0.830969 2261.16 47.2681 47.2681 47.2681
11245000 295.137 105604 0.831019 2277.46 47.2672 47.2672 47.2672
11246000 293.892 105597 0.831068 2264.54 47.2662 47.2662 47.2662
11247000 291.172 105591 0.831117 2203.09 47.2653 47.2653 47.2653
11248000 292.228 105585 0.831167 2236.51 47.2644 47.2644 47.2644
11249000 292.97 105579 0.831216 2271.01 47.2634 47.2634 47.2634
11250000 294.193 105572 0.831265 2295.74 47.2625 47.2625 47.2625
11251000 295.763 105566 0.831315 2320.48 47.2616 47.2616 47.2616
11252000 293.314 105560 0.831364 2256.25 47.2606 47.2606 47.2606
11253000 293.834 105554 0.831413 2281.82 47.2597 47.2597 47.2597
11254000 291.964 105547 0.831463 2245.04 47.2588 47.2588 47.2588
11255000 292.478 105541 0.831512 2244.59 47.2578 47.2578 47.2578
11256000 292.332 105535 0.831561 2262.42 47.2569 47.2569 47.2569
11257000 292.09 105529 0.831611 2256.1 47.256 47.256 47.256
11258000 292.083 105522 0.83166 2241.67 47.255 47.255 47.255
11259000 293.844 105516 0.831709 2280.75 47.2541 47.2541 47.2541
11260000 295.19 105510 0.831759 2305.23 47.2532 47.2532 47.2532
11261000 292.567 105503 0.831808 2245.77 47.2522 47.2522 47.2522
11262000 292.706 105497 0.831858 2231.95 47.2513 47.2513 47.2513
11263000 293.222 105491 0.831907 2282.12 47.2504 47.2504 47.2504
11264000 291.922 105485 0.831956 2225.5 47.2494 47.2494 47.2494
11265000 293.308 105478 0.832006 2279.96 47.2485 47.2485 47.2485
11266000 294.438 105472 0.832055 2282.26 47.2475 47.2475 47.2475
11267000 293.779 105466 0.832104 2284.14 47.2466 47.2466 47.2466
11268000 294.661 105460 0.832154 2301.49 47.2457 47.2457 47.2457
11269000 295.614 105453 0.832203 2329.64 47.2447 47.2447 47.2447
11270000 293.001 105447 0.832253 2276.49 47.2438 47.2438 47.2438
11271000 294.386 105441 0.832302 2300.21 47.2429 47.2429 47.2429
11272000 294.496 105435 0.832351 2293.87 47.2419 47.2419 47.2419
11273000 291.41 105428 0.832401 2239.28 47.241 47.241 47.241
11274000 294.442 105422 0.83245 2321.6 47.2401 47.2401 47.2401
11275000 294.058 105416 0.8325 2291.65 47.2391 47.2391 47.2391
11276000 293.77 105410 0.832549 2289.42 47.2382 47.2382 47.2382
11277000 293.444 105403 0.832598 2287.55 47.2373 47.2373 47.2373
11278000 293.028 105397 0.832648 2280.34 47.2363 47.2363 47.2363
11279000 294.382 105391 0.832697 2292.59 47.2354 47.2354 47.2354
11280000 295.533 105385 0.832747 2329.19 47.2345 47.2345 47.2345
11281000 294.054 105378 0.832796 2281.68 47.2335 47.2335 47.2335
11282000 292.666 105372 0.832846 2261.66 47.2326 47.2326 47.2326
11283000 292.491 105366 0.832895 2262.35 47.2317 47.2317 47.2317
11284000 293.253 105360 0.832945 2283.51 47.2307 47.2307 47.2307
11285000 293.74 105353 0.832994 2303.43 47.2298 47.2298 47.2298
11286000 291.574 105347 0.833044 2217.06 47.2289 47.2289 47.2289
11287000 291.555 105341 0.833093 2232.5 47.2279 47.2279 47.2279
11288000 293.491 105335 0.833142 2277.85 47.227 47.227 47.227
11289000 293.18 105328 0.833192 2264.08 47.226 47.226 47.226
11290000 294.034 105322 0.833241 2293.12 47.2251 47.2251 47.2251
11291000 292.974 105316 0.833291 2271.28 47.2242 47.2242 47.2242
11292000 292.968 105309 0.83334 2260.03 47.2232 47.2232 47.2232
11293000 292.358 105303 0.83339 2262.5 47.2223 47.2223 47.2223
11294000 293.536 105297 0.833439 2272.54 47.2214 47.2214 47.2214
11295000 292.517 105291 0.833489 2258.63 47.2204 47.2204 47.2204
11296000 292.969 105284 0.833538 2271.04 47.2195 47.2195 47.2195
11297000 293.643 105278 0.833588 2300.1 47.2186 47.2186 47.2186
11298000 292.68 105272 0.833637 2262.74 47.2176 47.2176 47.2176
11299000 293.642 105266 0.833687 2270.05 47.2167 47.2167 47.2167
11300000 294.207 105259 0.833736 2292.31 47.2158 47.2158 47.2158
11301000 293.425 105253 0.833786 2284.93 47.2148 47.2148 47.2148
11302000 294.135 105247 0.833835 2300.75 47.2139 47.2139 47.2139
11303000 293.333 105241 0.833885 2272.97 47.213 47.213 47.213
11304000 291.256 105234 0.833934 2247.27 47.212 47.212 47.212
11305000 293.502 105228 0.833984 2282.29 47.2111 47.2111 47.2111
11306000 290.919 105222 0.834034 2220.02 47.2102 47.2102 47.2102
11307000 291.449 105216 0.834083 2227.24 47.2092 47.2092 47.2092
11308000 292.861 105209 0.834133 2275.02 47.2083 47.2083 47.2083
11309000 293.116 105203 0.834182 2301.35 47.2074 47.2074 47.2074
11310000 293.401 105197 0.834232 2320.53 47.2064 47.2064 47.2064
11311000 289.985 105191 0.834281 2231.1 47.2055 47.2055 47.2055
11312000 292.583 105184 0.834331 2274.51 47.2045 47.2045 47.2045
11313000 289.562 105178 0.83438 2219.47 47.2036 47.2036 47.2036
11314000 292.921 105172 0.83443 2296.38 47.2027 47.2027 47.2027
11315000 294.532 105166 0.83448 2324.37 47.2017 47.2017 47.2017
11316000 294.045 105159 0.834529 2300.6 47.2008 47.2008 47.2008
11317000 293.468 105153 0.834579 2321.25 47.1999 47.1999 47.1999
11318000 296.126 105147 0.834628 2352.34 47.1989 47.1989 47.1989
11319000 292.85 105141 0.834678 2286.24 47.198 47.198 47.198
11320000 293.434 105134 0.834728 2304.68 47.1971 47.1971 47.1971
11321000 291.685 105128 0.834777 2264.12 47.1961 47.1961 47.1961
11322000 293.545 105122 0.834827 2315.33 47.1952 47.1952 47.1952
11323000 291.806 105116 0.834876 2281.18 47.1943 47.1943 47.1943
11324000 293.113 105109 0.834926 2284.93 47.1933 47.1933 47.1933
11325000 292.955 105103 0.834976 2285.14 47.1924 47.1924 47.1924
11326000 294.865 105097 0.835025 2335.53 47.1915 47.1915 47.1915
11327000 293.719 105091 0.835075 2281.24 47.1905 47.1905 47.1905
11328000 294.772 105085 0.835124 2315.49 47.1896 47.1896 47.1896
11329000 292.446 105078 0.835174 2269.08 47.1887 47.1887 47.1887
11330000 294.097 105072 0.835224 2292.23 47.1877 47.1877 47.1877
11331000 294.255 105066 0.835273 2318.62 47.1868 47.1868 47.1868
11332000 293.826 105060 0.835323 2313.25 47.1859 47.1859 47.1859
11333000 292.548 105053 0.835373 2303.29 47.1849 47.1849 47.1849
11334000 294.647 105047 0.835422 2324.5 47.184 47.184 47.184
11335000 290.921 105041 0.835472 2254.23 47.1831 47.1831 47.1831
11336000 292.452 105035 0.835522 2283.9 47.1821 47.1821 47.1821
11337000 290.943 105028 0.835571 2244.77 47.1812 47.1812 47.1812
