# Time-averaged data for fix dave
# TimeStep v_rho
11981000 0.78166
11982000 0.781656
11983000 0.781651
11984000 0.781649
11985000 0.781647
11986000 0.781645
11987000 0.781646
11988000 0.781644
11989000 0.781642
11990000 0.781641
11991000 0.781642
11992000 0.781642
11993000 0.781645
11994000 0.78165
11995000 0.781654
11996000 0.781659
11997000 0.781659
11998000 0.781664
11999000 0.781667
12000000 0.781673
12001000 0.781675
12002000 0.781677
12003000 0.781679
12004000 0.781681
12005000 0.781683
12006000 0.781685
12007000 0.781687
12008000 0.781689
12009000 0.781691
12010000 0.781693
12011000 0.781695
12012000 0.781697
12013000 0.781699
12014000 0.781701
12015000 0.781703
12016000 0.781705
12017000 0.781707
12018000 0.781709
12019000 0.781711
12020000 0.781713
12021000 0.781714
12022000 0.781716
12023000 0.781718
12024000 0.78172
12025000 0.781722
12026000 0.781724
12027000 0.781726
12028000 0.781728
12029000 0.78173
12030000 0.781732
12031000 0.781733
12032000 0.781735
12033000 0.781737
12034000 0.781739
12035000 0.781741
12036000 0.781743
12037000 0.781745
12038000 0.781746
12039000 0.781748
12040000 0.78175
12041000 0.781752
12042000 0.781754
12043000 0.781755
12044000 0.781757
12045000 0.781759
12046000 0.781761
12047000 0.781763
12048000 0.781764
12049000 0.781766
12050000 0.781768
12051000 0.78177
12052000 0.781771
12053000 0.781773
12054000 0.781775
12055000 0.781777
12056000 0.781778
12057000 0.78178
12058000 0.781782
12059000 0.781784
12060000 0.781785
12061000 0.781787
12062000 0.781789
12063000 0.78179
12064000 0.781792
12065000 0.781794
12066000 0.781795
12067000 0.781797
12068000 0.781799
12069000 0.7818
12070000 0.781802
12071000 0.781804
12072000 0.781805
12073000 0.781807
12074000 0.781809
12075000 0.78181
12076000 0.781812
12077000 0.781814
12078000 0.781815
12079000 0.781817
12080000 0.781819
12081000 0.78182
12082000 0.781822
12083000 0.781823
12084000 0.781825
12085000 0.781827
12086000 0.781828
12087000 0.78183
12088000 0.781831
12089000 0.781833
12090000 0.781834
12091000 0.781836
12092000 0.781837
12093000 0.781839
12094000 0.781841
12095000 0.781842
12096000 0.781844
12097000 0.781845
12098000 0.781847
12099000 0.781848
12100000 0.78185
12101000 0.781851
12102000 0.781853
12103000 0.781854
12104000 0.781856
12105000 0.781857
12106000 0.781859
12107000 0.78186
12108000 0.781862
12109000 0.781863
12110000 0.781865
12111000 0.781866
12112000 0.781868
12113000 0.781869
12114000 0.781871
12115000 0.781872
12116000 0.781873
12117000 0.781875
12118000 0.781876
12119000 0.781878
12120000 0.781879
12121000 0.781881
12122000 0.781882
12123000 0.781883
12124000 0.781885
