# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
127000 292.936 1.90776e+07 0.00460008 6084.19 267.203 267.203 267.203
128000 294.803 1.90729e+07 0.00460123 6105.67 267.181 267.181 267.181
129000 294.284 1.90681e+07 0.00460238 6118.85 267.159 267.159 267.159
130000 293.175 1.90634e+07 0.00460353 6082.9 267.136 267.136 267.136
131000 294.054 1.90586e+07 0.00460467 6129.17 267.114 267.114 267.114
132000 293.329 1.90539e+07 0.00460582 6092.84 267.092 267.092 267.092
133000 293.098 1.90491e+07 0.00460697 6070.85 267.07 267.07 267.07
134000 293.71 1.90444e+07 0.00460812 6103.23 267.048 267.048 267.048
135000 292.555 1.90396e+07 0.00460927 6071.28 267.025 267.025 267.025
136000 291.407 1.90349e+07 0.00461042 6053.4 267.003 267.003 267.003
137000 291.248 1.90301e+07 0.00461157 6034.82 266.981 266.981 266.981
138000 293.635 1.90254e+07 0.00461272 6099.16 266.959 266.959 266.959
139000 291.946 1.90206e+07 0.00461387 6067.51 266.937 266.937 266.937
140000 292.94 1.90159e+07 0.00461502 6090.68 266.915 266.915 266.915
141000 293.564 1.90111e+07 0.00461617 6103.06 266.892 266.892 266.892
142000 293.46 1.90064e+07 0.00461732 6100.96 266.87 266.87 266.87
143000 292.041 1.90017e+07 0.00461847 6070.37 266.848 266.848 266.848
144000 292.489 1.89969e+07 0.00461963 6084.79 266.826 266.826 266.826
145000 292.692 1.89922e+07 0.00462078 6101.64 266.804 266.804 266.804
146000 294.115 1.89874e+07 0.00462193 6113.02 266.781 266.781 266.781
147000 293.147 1.89827e+07 0.00462309 6091.59 266.759 266.759 266.759
148000 293.13 1.8978e+07 0.00462424 6101.01 266.737 266.737 266.737
149000 292.038 1.89732e+07 0.00462539 6093.45 266.715 266.715 266.715
150000 292.565 1.89685e+07 0.00462655 6090.86 266.693 266.693 266.693
151000 293.056 1.89638e+07 0.0046277 6093.83 266.67 266.67 266.67
152000 290.976 1.8959e+07 0.00462886 6049.74 266.648 266.648 266.648
153000 296.537 1.89543e+07 0.00463002 6208.5 266.626 266.626 266.626
154000 291.914 1.89496e+07 0.00463117 6076.71 266.604 266.604 266.604
155000 292.941 1.89448e+07 0.00463233 6090.81 266.582 266.582 266.582
156000 293.976 1.89401e+07 0.00463349 6130.09 266.559 266.559 266.559
157000 295.143 1.89354e+07 0.00463464 6144.78 266.537 266.537 266.537
158000 293.35 1.89306e+07 0.0046358 6109.35 266.515 266.515 266.515
159000 293.869 1.89259e+07 0.00463696 6133.76 266.493 266.493 266.493
160000 292.822 1.89212e+07 0.00463812 6079.32 266.471 266.471 266.471
161000 292.928 1.89164e+07 0.00463928 6099.25 266.448 266.448 266.448
162000 295.966 1.89117e+07 0.00464044 6140.11 266.426 266.426 266.426
163000 293.56 1.8907e+07 0.0046416 6120.22 266.404 266.404 266.404
164000 292.322 1.89023e+07 0.00464276 6085.19 266.382 266.382 266.382
165000 292.486 1.88975e+07 0.00464392 6097.28 266.36 266.36 266.36
166000 294.019 1.88928e+07 0.00464508 6098.76 266.337 266.337 266.337
167000 291.992 1.88881e+07 0.00464624 6071.37 266.315 266.315 266.315
168000 295.293 1.88834e+07 0.0046474 6154.9 266.293 266.293 266.293
169000 292.929 1.88787e+07 0.00464857 6091.43 266.271 266.271 266.271
170000 294.114 1.88739e+07 0.00464973 6121.07 266.249 266.249 266.249
171000 293.514 1.88692e+07 0.00465089 6102.89 266.226 266.226 266.226
172000 293.579 1.88645e+07 0.00465205 6080.69 266.204 266.204 266.204
173000 291.882 1.88598e+07 0.00465322 6028.01 266.182 266.182 266.182
174000 292.937 1.88551e+07 0.00465438 6053.12 266.16 266.16 266.16
175000 291.608 1.88503e+07 0.00465555 6026.98 266.138 266.138 266.138
176000 292.469 1.88456e+07 0.00465671 6038.35 266.116 266.116 266.116
177000 291.237 1.88409e+07 0.00465788 6010.67 266.093 266.093 266.093
178000 293.287 1.88362e+07 0.00465904 6074.29 266.071 266.071 266.071
179000 293.373 1.88315e+07 0.00466021 6079.88 266.049 266.049 266.049
180000 293.877 1.88268e+07 0.00466138 6101.22 266.027 266.027 266.027
181000 291.972 1.88221e+07 0.00466254 6042.88 266.005 266.005 266.005
182000 295.453 1.88174e+07 0.00466371 6125.93 265.982 265.982 265.982
183000 291.253 1.88126e+07 0.00466488 6048.11 265.96 265.96 265.96
184000 293.271 1.88079e+07 0.00466604 6074.77 265.938 265.938 265.938
185000 294.033 1.88032e+07 0.00466721 6089.51 265.916 265.916 265.916
186000 293.083 1.87985e+07 0.00466838 6052.92 265.894 265.894 265.894
187000 292.919 1.87938e+07 0.00466955 6052.5 265.871 265.871 265.871
188000 293.099 1.87891e+07 0.00467072 6057.66 265.849 265.849 265.849
189000 291.439 1.87844e+07 0.00467189 6009.47 265.827 265.827 265.827
190000 293.395 1.87797e+07 0.00467306 6074.02 265.805 265.805 265.805
191000 292.572 1.8775e+07 0.00467423 6059.3 265.783 265.783 265.783
192000 294.426 1.87703e+07 0.0046754 6111.29 265.76 265.76 265.76
193000 294.475 1.87656e+07 0.00467657 6107.81 265.738 265.738 265.738
194000 291.876 1.87609e+07 0.00467775 6044.05 265.716 265.716 265.716
195000 293.39 1.87562e+07 0.00467892 6061.83 265.694 265.694 265.694
196000 293.858 1.87515e+07 0.00468009 6081.08 265.672 265.672 265.672
197000 293.352 1.87468e+07 0.00468126 6054.66 265.649 265.649 265.649
198000 292.675 1.87421e+07 0.00468244 6060.34 265.627 265.627 265.627
199000 294.012 1.87374e+07 0.00468361 6048.61 265.605 265.605 265.605
200000 294.603 1.87327e+07 0.00468479 6094.21 265.583 265.583 265.583
201000 291.224 1.8728e+07 0.00468596 6018.52 265.561 265.561 265.561
202000 291.764 1.87233e+07 0.00468714 6044.24 265.538 265.538 265.538
203000 293.219 1.87186e+07 0.00468831 6061.6 265.516 265.516 265.516
204000 291.754 1.87139e+07 0.00468949 6020.28 265.494 265.494 265.494
205000 292.424 1.87092e+07 0.00469066 6023.93 265.472 265.472 265.472
206000 292.504 1.87045e+07 0.00469184 6074.55 265.45 265.45 265.45
207000 294.015 1.86998e+07 0.00469302 6097.65 265.428 265.428 265.428
208000 293.628 1.86951e+07 0.00469419 6100.97 265.405 265.405 265.405
209000 294.042 1.86905e+07 0.00469537 6104.55 265.383 265.383 265.383
210000 293.143 1.86858e+07 0.00469655 6090.85 265.361 265.361 265.361
211000 295.552 1.86811e+07 0.00469773 6111.26 265.339 265.339 265.339
212000 292.169 1.86764e+07 0.00469891 6027.46 265.317 265.317 265.317
213000 292.002 1.86717e+07 0.00470009 6038.7 265.294 265.294 265.294
214000 292.885 1.8667e+07 0.00470127 6069.05 265.272 265.272 265.272
215000 293.709 1.86623e+07 0.00470245 6085.86 265.25 265.25 265.25
216000 292.105 1.86576e+07 0.00470363 6064.81 265.228 265.228 265.228
217000 295.231 1.8653e+07 0.00470481 6119.26 265.206 265.206 265.206
218000 293.309 1.86483e+07 0.00470599 6061.21 265.183 265.183 265.183
219000 294.178 1.86436e+07 0.00470717 6091.88 265.161 265.161 265.161
220000 293.011 1.86389e+07 0.00470835 6055.81 265.139 265.139 265.139
221000 292.017 1.86342e+07 0.00470954 6046.21 265.117 265.117 265.117
222000 291.649 1.86296e+07 0.00471072 6057.51 265.095 265.095 265.095
223000 292.855 1.86249e+07 0.0047119 6063.35 265.072 265.072 265.072
224000 293.387 1.86202e+07 0.00471309 6040.36 265.05 265.05 265.05
225000 292.222 1.86155e+07 0.00471427 6020.54 265.028 265.028 265.028
226000 291.671 1.86109e+07 0.00471546 6024.67 265.006 265.006 265.006
227000 295.869 1.86062e+07 0.00471664 6110.22 264.984 264.984 264.984
228000 291.728 1.86015e+07 0.00471783 6009.65 264.961 264.961 264.961
229000 293.313 1.85968e+07 0.00471901 6074.07 264.939 264.939 264.939
230000 293.066 1.85922e+07 0.0047202 6074.41 264.917 264.917 264.917
231000 292.213 1.85875e+07 0.00472138 6029.32 264.895 264.895 264.895
232000 292.702 1.85828e+07 0.00472257 6059.51 264.873 264.873 264.873
233000 293.189 1.85781e+07 0.00472376 6046.52 264.85 264.85 264.85
234000 292.773 1.85735e+07 0.00472495 6036.91 264.828 264.828 264.828
235000 292.69 1.85688e+07 0.00472614 6007.52 264.806 264.806 264.806
236000 294.247 1.85641e+07 0.00472732 6057.1 264.784 264.784 264.784
237000 293.956 1.85595e+07 0.00472851 6048.61 264.762 264.762 264.762
238000 293.842 1.85548e+07 0.0047297 6034.97 264.739 264.739 264.739
239000 292.923 1.85501e+07 0.00473089 6028.49 264.717 264.717 264.717
240000 292.703 1.85455e+07 0.00473208 6030.75 264.695 264.695 264.695
241000 293.045 1.85408e+07 0.00473327 6040.61 264.673 264.673 264.673
