# Time-averaged data for fix dave
# TimeStep v_rho
125992000 0.765035
125993000 0.76503
125994000 0.76503
125995000 0.76503
125996000 0.765026
125997000 0.765017
125998000 0.765013
125999000 0.765015
126000000 0.765014
126001000 0.765012
126002000 0.765009
126003000 0.765013
126004000 0.765014
126005000 0.765018
126006000 0.765017
126007000 0.765014
126008000 0.765017
126009000 0.765015
126010000 0.765014
126011000 0.765008
126012000 0.764998
126013000 0.764994
126014000 0.764987
126015000 0.764984
126016000 0.764976
126017000 0.764982
126018000 0.764982
126019000 0.764983
126020000 0.76499
126021000 0.764993
126022000 0.765
126023000 0.765
126024000 0.765002
126025000 0.765001
126026000 0.764996
126027000 0.764994
126028000 0.764995
126029000 0.764996
126030000 0.765003
126031000 0.765008
126032000 0.765004
126033000 0.765002
126034000 0.765006
126035000 0.765011
126036000 0.765014
126037000 0.765022
126038000 0.765026
126039000 0.765038
126040000 0.76504
126041000 0.765042
126042000 0.765047
126043000 0.765045
126044000 0.765041
126045000 0.76504
126046000 0.765037
126047000 0.765033
126048000 0.765027
126049000 0.765028
126050000 0.765029
126051000 0.765023
126052000 0.765019
126053000 0.765013
126054000 0.765009
126055000 0.765011
126056000 0.765009
126057000 0.765011
126058000 0.765008
126059000 0.765006
126060000 0.765007
126061000 0.765013
126062000 0.76501
126063000 0.765006
126064000 0.764994
126065000 0.764983
126066000 0.764979
126067000 0.764973
126068000 0.764967
126069000 0.764967
126070000 0.764971
126071000 0.76497
126072000 0.764972
126073000 0.764969
126074000 0.764969
126075000 0.764965
126076000 0.76496
126077000 0.764961
126078000 0.764959
126079000 0.764959
126080000 0.764966
126081000 0.764962
126082000 0.764959
126083000 0.764961
126084000 0.764966
126085000 0.764968
126086000 0.764969
126087000 0.764971
126088000 0.764969
126089000 0.764968
126090000 0.764972
126091000 0.76497
126092000 0.764968
126093000 0.76497
126094000 0.764969
126095000 0.764972
126096000 0.764972
126097000 0.764975
126098000 0.764979
126099000 0.764984
126100000 0.764988
126101000 0.764991
126102000 0.764995
126103000 0.765002
126104000 0.765009
126105000 0.765009
126106000 0.765012
126107000 0.765011
126108000 0.765013
126109000 0.765013
126110000 0.765012
126111000 0.765014
126112000 0.765013
126113000 0.765013
126114000 0.765013
126115000 0.765015
126116000 0.765019
126117000 0.765023
126118000 0.765026
126119000 0.765027
126120000 0.765022
126121000 0.765023
126122000 0.765026
126123000 0.765031
126124000 0.765036
126125000 0.76504
126126000 0.765044
126127000 0.765045
126128000 0.765047
126129000 0.765045
126130000 0.765047
126131000 0.765049
126132000 0.765049
126133000 0.765049
126134000 0.765048
126135000 0.765049
126136000 0.76505
126137000 0.765051
126138000 0.765046
126139000 0.765044
126140000 0.765047
126141000 0.765047
126142000 0.765038
126143000 0.765035
126144000 0.765035
126145000 0.76504
126146000 0.765037
126147000 0.765039
126148000 0.765038
126149000 0.765037
126150000 0.765036
126151000 0.765031
126152000 0.765026
126153000 0.765022
126154000 0.765017
126155000 0.765016
126156000 0.76502
126157000 0.765023
126158000 0.76502
126159000 0.765018
126160000 0.765013
126161000 0.765016
126162000 0.765016
126163000 0.765016
126164000 0.765017
126165000 0.765016
126166000 0.765019
126167000 0.765024
126168000 0.765021
126169000 0.765023
126170000 0.765026
126171000 0.76503
126172000 0.765034
126173000 0.765035
126174000 0.765039
126175000 0.765038
126176000 0.765038
126177000 0.765038
126178000 0.765039
126179000 0.765038
126180000 0.765034
126181000 0.765028
126182000 0.765024
126183000 0.765024
126184000 0.765021
126185000 0.765022
126186000 0.765016
126187000 0.765009
126188000 0.76501
126189000 0.765011
126190000 0.765015
126191000 0.765017
126192000 0.765023
126193000 0.765022
126194000 0.76502
126195000 0.765024
126196000 0.76503
126197000 0.765026
126198000 0.765019
126199000 0.765014
126200000 0.765018
126201000 0.765016
126202000 0.765018
126203000 0.765021
126204000 0.765021
126205000 0.765025
126206000 0.76503
126207000 0.765029
126208000 0.765031
126209000 0.765027
126210000 0.765026
126211000 0.765027
126212000 0.765031
126213000 0.765038
126214000 0.765041
126215000 0.765041
126216000 0.765043
126217000 0.765044
126218000 0.765043
126219000 0.765041
126220000 0.765036
126221000 0.765034
126222000 0.765037
126223000 0.765037
126224000 0.765039
126225000 0.765039
126226000 0.765035
126227000 0.765037
126228000 0.765036
126229000 0.765032
126230000 0.76503
126231000 0.765031
126232000 0.765036
126233000 0.765043
126234000 0.76505
126235000 0.765057
126236000 0.765065
126237000 0.76507
126238000 0.765076
126239000 0.765086
126240000 0.765098
126241000 0.765102
126242000 0.765103
126243000 0.765106
126244000 0.765108
126245000 0.765111
126246000 0.765112
126247000 0.765112
126248000 0.765113
126249000 0.765116
126250000 0.76511
126251000 0.765109
126252000 0.765107
126253000 0.765107
126254000 0.765109
126255000 0.765111
126256000 0.765117
