# Time-averaged data for fix output_pressure
# TimeStep v_pxx v_pyy v_pzz v_pxy v_pxz v_pyz c_thermo_press
10230000 -70.0504 28.0087 -39.0432 -9.77409 -128.693 -34.9644 -27.0283
10231000 -24.5011 120.785 -67.07 2.1545 -136.266 48.4448 9.73798
10232000 -70.0897 0.30105 -32.5797 30.2424 -68.6577 87.2521 -34.1228
10233000 -155.825 -24.4413 -19.3866 -29.5765 -7.04628 43.3442 -66.5509
10234000 -108.155 43.3354 -102.929 -50.9883 -8.97803 18.8225 -55.9162
10235000 -302.644 -36.1295 -156.073 4.8187 -90.1683 62.379 -164.949
10236000 -107.759 42.2493 -222.445 -40.593 -59.0562 11.059 -95.9848
10237000 -112.668 212.075 -227.57 15.5078 -145.022 -25.9827 -42.7211
10238000 -161.136 -49.4382 -378.621 41.1036 -164.701 -2.79389 -196.398
10239000 -167.725 146.673 -265.313 10.7334 -150.53 -46.8222 -95.4548
10240000 -130.608 110.992 -31.7542 -79.8062 -47.477 52.9736 -17.1233
10241000 9.38781 -66.1046 -93.9936 -10.1631 -145.585 27.0263 -50.2368
10242000 109.474 106.628 -22.0127 -52.6657 -47.0178 3.36406 64.6964
10243000 -42.4576 -116.693 -253.506 28.5161 6.67193 -5.74993 -137.552
10244000 -36.4859 21.5993 -161.753 47.8658 -149.088 42.5197 -58.88
10245000 19.6663 -68.4672 -314.666 73.0051 -110.167 77.5558 -121.156
10246000 -84.317 -198.448 -202.327 1.11694 -120.421 45.8897 -161.697
10247000 -89.2664 -75.4548 -214.952 -45.394 -74.4538 -72.695 -126.558
10248000 122.255 -125.758 -135.133 39.3302 -52.1745 25.7719 -46.2118
10249000 237.003 -144.219 -71.4796 -34.2871 8.20147 60.4809 7.10143
10250000 -90.1336 -187.416 -152.118 -26.8013 -31.7452 -7.34016 -143.222
10251000 144.502 4.00078 -71.1892 47.4169 -107.133 20.6991 25.7713
10252000 223.656 27.576 -26.9152 -58.6591 -58.3209 25.0896 74.7723
10253000 59.2607 -32.0954 -110.235 -89.076 -94.0894 -69.8855 -27.6898
10254000 153.165 166.375 96.6788 -60.619 -140.641 14.2166 138.74
10255000 153.256 89.5828 24.2357 -7.93402 4.00098 40.2238 89.0249
